ID;NAME;TYPE;SRC;REFYEAR
18490453;ADECCO GROUP AG;FIN_REP;https://www.adeccogroup.com/-/media/project/adecco-group/adeccogroup/pdf-files/2025-march/the-adecco-group-annual-report-2024.pdf;2024
18490453;ADECCO GROUP AG;OTHER;https://markets.ft.com/data/equities/tearsheet/summary?s=ADEN:SWX;2024
18490453;ADECCO GROUP AG;OTHER;https://www.linkedin.com/company/theadeccogroup;2024
18490453;ADECCO GROUP AG;OTHER;https://www.justetf.com/en/stock-profiles/CH0012138605;2024
18490453;ADECCO GROUP AG;OTHER;https://tools.morningstar.es/es/stockreport/default.aspx?SecurityToken=0P0000A5D3%5D3%5D0%5DE0WWE%24%24ALL;2024
18490453;ADECCO GROUP AG;OTHER;https://divvydiary.com/en/adecco-group-stock-CH0012138605;2024
18503381;JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY;FIN_REP;https://investors.johnsoncontrols.com/~/media/Files/J/Johnson-Controls-IR-V2/quarterly-reports/2024/fy2024-form-10-k-jci-plc.pdf;2024
18503381;JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY;OTHER;https://www.justetf.com/en/stock-profiles/IE00BY7QL619;2024
18503381;JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY;OTHER;https://www.marketscreener.com/quote/stock/JOHNSON-CONTROLS-INTERNAT-31222816/;2024
18503381;JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY;OTHER;https://www.hl.co.uk/shares/shares-search-results/j/johnson-controls-international-plc-usd0.01;2024
18503381;JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY;OTHER;https://markets.ft.com/data/equities/tearsheet/summary?s=JCI:NYS;2024
18503381;JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY;OTHER;https://www.annualreports.com/Company/johnson-controls-international-plc;2024
18503440;MAGNA INTERNATIONAL INC;FIN_REP;https://www.magna.com/docs/default-source/financial-reports-public-filings/annual-reports/2024-annual-report---magna---aoda.pdf?sfvrsn=188e000d_11;2024
18503440;MAGNA INTERNATIONAL INC;OTHER;https://www.marketscreener.com/quote/stock/MAGNA-INTERNATIONAL-INC-1410786/;2024
18503440;MAGNA INTERNATIONAL INC;OTHER;https://en.wikipedia.org/wiki/Magna_International;2024
18503440;MAGNA INTERNATIONAL INC;OTHER;https://markets.ft.com/data/equities/tearsheet/summary?s=MG:TOR;2024
18503440;MAGNA INTERNATIONAL INC;OTHER;https://www.tradingview.com/symbols/TSX-MG/;2024
18503440;MAGNA INTERNATIONAL INC;OTHER;https://www.theglobeandmail.com/investing/markets/stocks/MG-T/;2024
18511746;PUBLICIS GROUPE S A;FIN_REP;https://documents.publicisgroupe.com/resultats2024/2024-12-comptes-consolides-EN.pdf;2024
18511746;PUBLICIS GROUPE S A;OTHER;https://www.marketscreener.com/quote/stock/PUBLICIS-GROUPE-S-A-4685/company/;2024
18511746;PUBLICIS GROUPE S A;OTHER;https://markets.ft.com/data/equities/tearsheet/summary?s=PUB:PAR;2024
18511746;PUBLICIS GROUPE S A;OTHER;https://www.justetf.com/en/stock-profiles/FR0000130577;2024
18511746;PUBLICIS GROUPE S A;OTHER;https://live.euronext.com/en/product/equities/FR0000130577-XPAR;2024
18511746;PUBLICIS GROUPE S A;OTHER;https://www.globenewswire.com/news-release/2025/05/19/3084337/0/en/Disclosure-of-trading-in-own-shares.html;2024
18512048;GEBR. KNAUF;FIN_REP;https://forbo.blob.core.windows.net/forbodocuments/41f1ccfc-cbb7-45d8-9ad2-e3786287272b/Forbo_Geschaeftsbericht_2024_en_Gesamtbericht.pdf;2024
18512048;GEBR. KNAUF;OTHER;https://www.northdata.com/Gebr%C2%B7%20Knauf%20KG,%20Iphofen/Amtsgericht%20W%C3%BCrzburg%20HRA%202771;2024
18512048;GEBR. KNAUF;OTHER;https://uk.marketscreener.com/quote/stock/BORAL-LTD-6492327/news/Gebr-Knauf-KG-entered-into-an-agreement-to-acquire-50-stake-in-USG-Boral-Joint-Venture-from-Boral-33655327/;2024
18512048;GEBR. KNAUF;OTHER;https://www.investmentmonitor.ai/news/knauf-insulation-announces-new-170m-welsh-facility/;2024
18512048;GEBR. KNAUF;OTHER;https://www.accc.gov.au/public-registers/undertakings-registers/gebr-knauf-kg;2024
18512048;GEBR. KNAUF;OTHER;https://www.zkg.de/en/artikel/zkg_Knauf_completes_acquisition_of_USG_Corporation-3421526.html;2024
18519151;BRIDGESTONE CORPORATION;FIN_REP;https://www.bridgestone.com/ir/library/result/pdf/e_r6_4_4_results.pdf;
18519151;BRIDGESTONE CORPORATION;OTHER;https://www.statista.com/statistics/1224775/bridgestone-total-assets/;2024
18519151;BRIDGESTONE CORPORATION;OTHER;https://www.marketscreener.com/quote/stock/BRIDGESTONE-CORPORATION-6492260/company/;2024
18519151;BRIDGESTONE CORPORATION;OTHER;https://finance.yahoo.com/quote/BRDCY/;2024
18519151;BRIDGESTONE CORPORATION;OTHER;https://markets.ft.com/data/equities/tearsheet/summary?s=5108:TYO;2024
18519151;BRIDGESTONE CORPORATION;OTHER;http://informebridgestone.com/BridgestoneSostenibilidad/eng/company.html;2020
18520469;FERRERO;FIN_REP;https://cdn.ferrari.com/cms/network/media/pdf/Ferrari%20NV%20Annual%20Report%202024.pdf;2024
18520469;FERRERO;OTHER;https://en.wikipedia.org/wiki/Ferrero_(company);2024
18520469;FERRERO;OTHER;https://www.ferrero.com/int/en/news-stories/news/ferrero-group-reports-consolidated-financial-statements-for-the-2023-2024-financial-year;2024
18520469;FERRERO;OTHER;https://ferreroacademy.com/en_en/;2023
18520469;FERRERO;OTHER;https://www.ferreronorthamerica.com/;2024
18520469;FERRERO;OTHER;https://ferrerochallenger.equelite.com/;2024
18521399;SUMITOMO CORPORATION;FIN_REP;https://www.sumitomolife.co.jp/english/annual/pdf/ar2024.pdf;2024
18521399;SUMITOMO CORPORATION;OTHER;https://www.marketscreener.com/quote/stock/SUMITOMO-CORPORATION-6491211/;2024
18521399;SUMITOMO CORPORATION;OTHER;https://sumitomocorp.disclosure.site/en/themes/39;2024
18521399;SUMITOMO CORPORATION;OTHER;https://www.microsoft.com/en/customers/story/21914-sumitomo-corporation-microsoft-365-copilot;2024
18521399;SUMITOMO CORPORATION;OTHER;https://www.sumitomocorp.com/en/jp/ir/financial/investors-guide;2024
18521399;SUMITOMO CORPORATION;OTHER;https://markets.ft.com/data/equities/tearsheet/summary?s=8053:TYO;2024
18527213;COMPAGNIE DE SAINT GOBAIN;FIN_REP;https://www.saint-gobain.com/sites/saint-gobain.com/files/media/document/comptes_conso_31-12-2024_eng.pdf;2024
18527213;COMPAGNIE DE SAINT GOBAIN;OTHER;https://www.justetf.com/en/stock-profiles/FR0000125007;2024
18527213;COMPAGNIE DE SAINT GOBAIN;OTHER;https://www.marketscreener.com/quote/stock/COMPAGNIE-DE-SAINT-GOBAIN-19475933/;2024
18527213;COMPAGNIE DE SAINT GOBAIN;OTHER;https://markets.ft.com/data/equities/tearsheet/summary?s=SGO:PAR;2024
18527213;COMPAGNIE DE SAINT GOBAIN;OTHER;https://cbonds.com/stocks/FR0000125007/;2024
18527213;COMPAGNIE DE SAINT GOBAIN;OTHER;https://extraetf.com/es/stock-profile/FR0000125007;2024
18535882;ABBOTT LABORATORIES;FIN_REP;https://dps.psx.com.pk/download/document/250032.pdf;2024
18535882;ABBOTT LABORATORIES;OTHER;https://www.forbes.com/companies/abbott-laboratories/;2024
18535882;ABBOTT LABORATORIES;OTHER;https://www.statista.com/statistics/975574/abbotts-number-of-employees/;2024
18535882;ABBOTT LABORATORIES;OTHER;https://abbott.mediaroom.com/2025-01-22-Abbott-Reports-Fourth-Quarter-and-Full-Year-2024-Results-Issues-2025-Financial-Outlook;2024
18535882;ABBOTT LABORATORIES;OTHER;https://eulerpool.com/en/stock/Abbott-Laboratories-Stock-US0028241000/Employees;2024
18535882;ABBOTT LABORATORIES;OTHER;https://www.abbott.com/investors.html;2024
18539093;BP P.L.C.;FIN_REP;https://www.bp.com/content/dam/bp/business-sites/en/global/corporate/pdfs/investors/bp-annual-report-and-form-20f-2024.pdf;2024
18539093;BP P.L.C.;OTHER;https://www.statista.com/statistics/302510/bp-group-employee-number/;2024
18539093;BP P.L.C.;OTHER;https://www.marketscreener.com/quote/stock/BP-PLC-9590188/;2024
18539093;BP P.L.C.;OTHER;https://www.morningstar.com/stocks/xlon/bp./quote;2024
18539093;BP P.L.C.;OTHER;https://www.bp.com/en/global/corporate/investors/results-reporting-and-presentations/annual-report.html;2024
18539093;BP P.L.C.;OTHER;https://www.hl.co.uk/shares/shares-search-results/b/bp-plc-ordinary-us$0.25;2024
18541762;ENGIE;FIN_REP;https://www.engie.com/sites/default/files/assets/documents/2025-02/2024%20Management%20report%20and%20Annual%20consolidated%20financial%20statements.pdf;2024
18541762;ENGIE;OTHER;https://en.wikipedia.org/wiki/Engie;2023
18541762;ENGIE;OTHER;https://www.marketscreener.com/quote/stock/ENGIE-4995/;2024
18541762;ENGIE;OTHER;https://www.justetf.com/en/stock-profiles/FR0010208488;2024
18541762;ENGIE;OTHER;https://tradingeconomics.com/engi:fp:assets;2024
18541762;ENGIE;OTHER;https://www.tradingview.com/symbols/EURONEXT-ENGI/;2024
18543139;DENTSU GROUP INC.;FIN_REP;https://www.group.dentsu.com/en/ir/common/pdf/2024_finance.pdf;2024
18543139;DENTSU GROUP INC.;OTHER;https://www.statista.com/statistics/1009733/dentsu-employee-number/;2024
18543139;DENTSU GROUP INC.;OTHER;https://markets.ft.com/data/equities/tearsheet/summary?s=jp:4324;2024
18543139;DENTSU GROUP INC.;OTHER;https://uk.marketscreener.com/quote/stock/DENTSU-INC-6494643/;2024
18543139;DENTSU GROUP INC.;OTHER;https://ceoworld.biz/2025/02/17/dentsu-group-outlines-growth-strategy-in-fy2024-financial-report/;2024
18543139;DENTSU GROUP INC.;OTHER;https://simplywall.st/stocks/us/media/otc-dntu.y/dentsu-group;2024
18552002;THYSSENKRUPP;FIN_REP;https://d2zo35mdb530wx.cloudfront.net/_binary/thyssenkruppAGReport/354e8b26-9f91-40f1-80cf-91207a65c9d0/Annual-report_2023-2024.pdf;2024
18552002;THYSSENKRUPP;OTHER;https://en.wikipedia.org/wiki/ThyssenKrupp;2024
18552002;THYSSENKRUPP;OTHER;https://www.marketscreener.com/quote/stock/THYSSENKRUPP-AG-436698/;2024
18552002;THYSSENKRUPP;OTHER;https://eulerpool.com/en/stock/thyssenkrupp-Stock-DE0007500001/PE;2024
18552002;THYSSENKRUPP;OTHER;https://tradingeconomics.com/tka:gr:assets;2024
18552002;THYSSENKRUPP;OTHER;https://www.tradingview.com/symbols/XETR-TKA/;2024
18573648;VOESTALPINE GROUP;FIN_REP;https://www.voestalpine.com/group/static/sites/group/.downloads/en/publications-2023-24/2023-24-annual-report.pdf;2023
18573648;VOESTALPINE GROUP;OTHER;https://en.wikipedia.org/wiki/Voestalpine;2024
18573648;VOESTALPINE GROUP;OTHER;https://finance.yahoo.com/quote/VOE.VI/;2024
18573648;VOESTALPINE GROUP;OTHER;https://www.marketscreener.com/quote/stock/VOESTALPINE-AG-6491102/company/;2024
18573648;VOESTALPINE GROUP;OTHER;https://www.eqs-news.com/news/corporate/voestalpine-ag-economic-slowdown-impacts-voestalpine-earnings-for-q3-2023-24/c4573df7-55e4-4fd0-bd31-f0c91092f9c6;2024
18573648;VOESTALPINE GROUP;OTHER;https://www.voestalpine.com/group/en/;2024
18573835;ORANGE;FIN_REP;https://masorange.es/wp-content/uploads/2025/02/250213_FY24_Results-Presentation-MasOrange.pdf;2024
18573835;ORANGE;OTHER;https://en.wikipedia.org/wiki/Orange_Group;2024
18573835;ORANGE;OTHER;https://www.marketscreener.com/quote/stock/ORANGE-4649/;2024
18573835;ORANGE;OTHER;https://simplywall.st/stocks/fr/telecom/epa-ora/orange-shares;2024
18573835;ORANGE;OTHER;https://www.morningstar.com/stocks/xpar/ora/quote;2024
18573835;ORANGE;OTHER;https://tools.morningstar.es/es/stockreport/default.aspx?SecurityToken=0P00009WH8%5D3%5D0%5DE0WWE%24%24ALL;2024
18581640;ORACLE CORP;FIN_REP;https://www.oracle.com/a/ocom/docs/industries/financial-services/oracle-financial-services-ar-2023-24.pdf;2023
18581640;ORACLE CORP;OTHER;https://en.wikipedia.org/wiki/Oracle_Corporation;2024
18581640;ORACLE CORP;OTHER;https://www.justetf.com/en/stock-profiles/US68389X1054;2024
18581640;ORACLE CORP;OTHER;https://markets.ft.com/data/equities/tearsheet/summary?s=BBG000BQLTW7;2024
18581640;ORACLE CORP;OTHER;https://tools.morningstar.es/es/stockreport/default.aspx?SecurityToken=0P0000043L]3]0]E0WWE$$ALL;2024
18581640;ORACLE CORP;OTHER;https://www.hl.co.uk/shares/shares-search-results/o/oracle-corp-comm-stock-us$0.01;2024
18587386;ACCOR;FIN_REP;https://docs.publicnow.com/viewDoc.aspx?filename=25108%5CEXT%5C54D05746592EC8DA81CB5314E977BC37476A2AB3_1523221F42F7847AE0CBF701E14D2C905CA244FF.PDF;
18587386;ACCOR;OTHER;https://en.wikipedia.org/wiki/Accor;2024
18587386;ACCOR;OTHER;https://www.marketscreener.com/quote/stock/ACCOR-4602/;2024
18587386;ACCOR;OTHER;https://www.morningstar.com/stocks/xpar/ac/quote;2024
18587386;ACCOR;OTHER;https://www.hl.co.uk/shares/shares-search-results/a/accor-eur3;2024
18587386;ACCOR;OTHER;https://simplywall.st/stocks/fr/consumer-services/epa-ac/accor-shares;2024
18591402;PROCTER & GAMBLE CO;FIN_REP;https://s1.q4cdn.com/695946674/files/doc_financials/2024/ar/2024_annual_report.pdf;2024
18591402;PROCTER & GAMBLE CO;OTHER;https://www.justetf.com/en/stock-profiles/US7427181091;2024
18591402;PROCTER & GAMBLE CO;OTHER;https://www.tradingview.com/symbols/NYSE-PG/;2024
18591402;PROCTER & GAMBLE CO;OTHER;https://www.hl.co.uk/shares/shares-search-results/p/procter-and-gamble-co-com-stk-npv-cdi;2024
18591402;PROCTER & GAMBLE CO;OTHER;https://finviz.com/quote.ashx?t=PG;2024
18591402;PROCTER & GAMBLE CO;OTHER;https://tools.morningstar.es/es/stockreport/default.aspx?SecurityToken=0P000004GV%5D3%5D0%5DE0WWE%24%24ALL;2024
18599238;FCC;FIN_REP;https://www.fcc.gov/sites/default/files/FCC-Agency-Financial-Report-FY-2024-508.pdf;2024
18599238;FCC;OTHER;https://www.fccma.com/en/-/fcc-resultados-anuales-2024;2024
18599238;FCC;OTHER;https://www.fccco.com/en/-/fcc-improves-its-revenues-by-7-8-in-the-first-quarter-of-2024;2024
18599238;FCC;OTHER;https://finance.yahoo.com/quote/FCC.MC/;2024
18599238;FCC;OTHER;https://www.fcc.es/en/cotizacion;2024
18599238;FCC;OTHER;https://www.fcc-fac.ca/en/knowledge/economics/2024-farmland-values-canada-steady-growth;2024
18606822;SOCIETE NATIONALE SNCF;FIN_REP;https://www.eurofima.org/sites/default/assets/File/investor-relations/financial-information/EUROFIMA-AR2024-Web.pdf;2024
18606822;SOCIETE NATIONALE SNCF;OTHER;https://en.wikipedia.org/wiki/SNCF;2024
18606822;SOCIETE NATIONALE SNCF;OTHER;https://www.northdata.com/Societe%20Nationale%20SNCF%20SA,%20Saint-Denis/Siren%20552049447;2024
